Game Iterations,Max Tile,Score,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192, 16384, 32768,65536,131072
40,32,87,0,1,5,8,21,0,0,0,0,0,0,0,0,0,0,0,0
162,256,458,0,1,3,8,20,37,63,125,0,0,0,0,0,0,0,0,0
139,256,396,0,1,3,10,24,38,66,120,0,0,0,0,0,0,0,0,0
62,64,152,0,1,3,9,19,33,0,0,0,0,0,0,0,0,0,0,0
36,32,75,0,1,4,11,18,0,0,0,0,0,0,0,0,0,0,0,0
118,128,321,0,1,4,9,19,36,61,0,0,0,0,0,0,0,0,0,0
56,64,139,0,0,3,8,18,29,0,0,0,0,0,0,0,0,0,0,0
132,128,360,0,1,3,11,19,34,66,0,0,0,0,0,0,0,0,0,0
106,128,287,0,0,3,9,19,33,65,0,0,0,0,0,0,0,0,0,0
108,128,291,0,1,3,10,19,33,64,0,0,0,0,0,0,0,0,0,0
172,256,489,0,1,3,9,24,34,68,125,0,0,0,0,0,0,0,0,0
98,128,259,0,1,3,10,20,32,74,0,0,0,0,0,0,0,0,0,0
204,256,587,0,0,4,10,17,35,66,123,0,0,0,0,0,0,0,0,0
60,64,148,0,1,3,10,18,32,0,0,0,0,0,0,0,0,0,0,0
176,256,501,0,1,4,9,17,30,62,120,0,0,0,0,0,0,0,0,0
100,128,270,0,0,4,9,17,33,70,0,0,0,0,0,0,0,0,0,0
176,256,500,0,1,4,10,19,33,62,125,0,0,0,0,0,0,0,0,0
111,128,304,0,1,3,10,19,36,64,0,0,0,0,0,0,0,0,0,0
54,64,133,0,1,4,11,18,32,0,0,0,0,0,0,0,0,0,0,0
110,128,304,0,1,5,9,18,32,62,0,0,0,0,0,0,0,0,0,0
